ID_Entrevista,UUID,Pesquisador,Município,Comunidade,Termo_Consentimento,Arquivo_Termo,Foto_Entrevista,Arquivo_Foto,Diario_Campo,Arquivo_Diario,Data_Coleta,Data_Upload,Repositorio,Status_Validacao,Responsavel_QA,Observacoes
136,UUID-1136,Rafaela,Rio Claro,COM05,Sim,TC_0136.pdf,Sim,IMG_0136.jpg,Sim,DC_0136.pdf,2026-04-13,2026-04-13,Repositorio_DSP,Validado,João,
137,UUID-1137,Tiago,Santa Aurora,COM06,Sim,TC_0137.pdf,Sim,IMG_0137.jpg,Sim,DC_0137.pdf,2026-04-14,2026-04-14,Repositorio_DSP,Validado,Paula,
138,UUID-1138,Ana,Vale Verde,COM07,Sim,TC_0138.pdf,Sim,IMG_0138.jpg,Sim,DC_0138.pdf,2026-04-15,2026-04-15,Repositorio_DSP,Validado,Marina,
139,UUID-1139,Carlos,Serra Azul,COM08,Sim,TC_0139.pdf,Sim,IMG_0139.jpg,Sim,DC_0139.pdf,2026-04-16,2026-04-16,Repositorio_DSP,Validado,João,
140,UUID-1140,Júlia,Boa Esperança,COM09,Sim,TC_0140.pdf,Sim,IMG_0140.jpg,Sim,DC_0140.pdf,2026-04-17,2026-04-17,Repositorio_DSP,Validado,Paula,
141,UUID-1141,Pedro,Lagoa Nova,COM10,Sim,TC_0141.pdf,Sim,IMG_0141.jpg,Sim,DC_0141.pdf,2026-04-18,2026-04-18,Repositorio_DSP,Validado,Marina,
142,UUID-1142,Rafaela,São Miguel do Norte,COM11,Sim,TC_0142.pdf,Sim,IMG_0142.jpg,Sim,DC_0142.pdf,2026-04-19,2026-04-19,Repositorio_DSP,Validado,João,
143,UUID-1143,Tiago,Pedra Branca,COM12,Sim,TC_0143.pdf,Sim,IMG_0143.jpg,Sim,DC_0143.pdf,2026-04-20,2026-04-20,Repositorio_DSP,Validado,Paula,
144,UUID-1144,Ana,Rio Claro,COM01,Sim,TC_0144.pdf,Sim,IMG_0144.jpg,Sim,DC_0144.pdf,2026-04-21,2026-04-21,Repositorio_DSP,Validado,Marina,
145,UUID-1145,Carlos,Santa Aurora,COM02,Sim,TC_0145.pdf,Sim,IMG_0145.jpg,Sim,DC_0145.pdf,2026-04-22,2026-04-22,Repositorio_DSP,Validado,João,
146,UUID-1146,Júlia,Vale Verde,COM03,Sim,TC_0146.pdf,Sim,IMG_0146.jpg,Sim,DC_0146.pdf,2026-04-23,2026-04-23,Repositorio_DSP,Validado,Paula,
147,UUID-1147,Pedro,Serra Azul,COM04,Sim,TC_0147.pdf,Sim,IMG_0147.jpg,Sim,DC_0147.pdf,2026-04-24,2026-04-24,Repositorio_DSP,Validado,Marina,
148,UUID-1148,Rafaela,Boa Esperança,COM05,Sim,TC_0148.pdf,Sim,IMG_0148.jpg,Sim,DC_0148.pdf,2026-04-25,2026-04-25,Repositorio_DSP,Validado,João,
149,UUID-1149,Tiago,Lagoa Nova,COM06,Sim,TC_0149.pdf,Sim,IMG_0149.jpg,Sim,,2026-04-26,2026-04-26,Repositorio_DSP,Validado,Paula,
150,UUID-1150,Ana,São Miguel do Norte,COM07,Sim,TC_0150.pdf,Sim,IMG_0150.jpg,Sim,DC_0150.pdf,2026-04-27,2026-04-27,Repositorio_DSP,Validado,Marina,
151,UUID-1151,Carlos,Pedra Branca,COM08,Sim,TC_0151.pdf,Sim,IMG_0151.jpg,Sim,DC_0151.pdf,2026-04-28,2026-04-28,Repositorio_DSP,Validado,João,
152,UUID-1152,Júlia,Rio Claro,COM09,Sim,TC_0152.pdf,Sim,IMG_0152.jpg,Sim,DC_0152.pdf,2026-04-10,2026-04-10,Repositorio_DSP,Validado,Paula,
153,UUID-1153,Pedro,Santa Aurora,COM10,Sim,TC_0153.pdf,Sim,IMG_0153.jpg,Sim,DC_0153.pdf,2026-04-11,2026-04-11,Repositorio_DSP,Validado,Marina,
154,UUID-1154,Rafaela,Vale Verde,COM11,Sim,TC_0154.pdf,Sim,IMG_0154.jpg,Sim,DC_0154.pdf,2026-04-12,2026-04-12,Repositorio_DSP,Validado,João,
155,UUID-1155,Tiago,Serra Azul,COM12,Sim,TC_0155.pdf,Sim,IMG_0155.jpg,Sim,DC_0155.pdf,2026-04-13,2026-04-13,Repositorio_DSP,Validado,Paula,
156,UUID-1156,Ana,Boa Esperança,COM01,Sim,TC_0156.pdf,Sim,IMG_0156.jpg,Sim,DC_0156.pdf,2026-04-14,2026-04-14,Repositorio_DSP,Validado,Marina,
157,UUID-1157,Carlos,Lagoa Nova,COM02,Sim,TC_0157.pdf,Sim,IMG_0157.jpg,Sim,DC_0157.pdf,2026-04-15,2026-04-15,Repositorio_DSP,Validado,João,
158,UUID-1158,Júlia,São Miguel do Norte,COM03,Sim,TC_0158.pdf,Sim,IMG_0158.jpg,Sim,DC_0158.pdf,2026-04-16,2026-04-16,Repositorio_DSP,Validado,Paula,
159,UUID-1159,Pedro,Pedra Branca,COM04,Sim,TC_0159.pdf,Sim,IMG_0159.jpg,Sim,DC_0159.pdf,2026-04-17,2026-04-17,Repositorio_DSP,Validado,Marina,
160,UUID-1160,Rafaela,Rio Claro,COM05,Sim,TC_0160.pdf,Sim,IMG_0160.jpg,Sim,DC_0160.pdf,2026-04-18,2026-04-18,Repositorio_DSP,Validado,João,
161,UUID-1161,Tiago,Santa Aurora,COM06,Sim,TC_0161.pdf,Sim,IMG_0161.jpg,Sim,DC_0161.pdf,2026-04-19,2026-04-19,Repositorio_DSP,Validado,Paula,
162,UUID-1162,Ana,Vale Verde,COM07,Sim,TC_0162.pdf,Sim,IMG_0162.jpg,Sim,DC_0162.pdf,2026-04-20,2026-04-20,Repositorio_DSP,Validado,Marina,
163,UUID-1163,Carlos,Serra Azul,COM08,Sim,TC_0163.pdf,Sim,IMG_0163.jpg,Sim,DC_0163.pdf,2026-04-21,2026-04-21,Repositorio_DSP,Validado,João,
164,UUID-1164,Júlia,Boa Esperança,COM09,Sim,TC_0164.pdf,Sim,IMG_0164.jpg,Sim,DC_0164.pdf,2026-04-22,2026-04-22,Repositorio_DSP,Validado,Paula,
165,UUID-1165,Pedro,Lagoa Nova,COM10,Sim,TC_0165.pdf,Sim,IMG_0165.jpg,Sim,DC_0165.pdf,2026-04-23,2026-04-23,Repositorio_DSP,Validado,Marina,
166,UUID-1166,Rafaela,São Miguel do Norte,COM11,Sim,TC_0166.pdf,Sim,IMG_0166.jpg,Sim,DC_0166.pdf,2026-04-24,2026-04-24,Repositorio_DSP,Validado,João,
167,UUID-1167,Tiago,Pedra Branca,COM12,Sim,TC_0167.pdf,Sim,IMG_0167.jpg,Sim,DC_0167.pdf,2026-04-25,2026-04-25,Repositorio_DSP,Validado,Paula,
168,UUID-1168,Ana,Rio Claro,COM01,Sim,TC_0168.pdf,Sim,IMG_0168.jpg,Sim,DC_0168.pdf,2026-04-26,2026-04-26,Repositorio_DSP,Validado,Marina,
169,UUID-1169,Carlos,Santa Aurora,COM02,Sim,TC_0169.pdf,Sim,IMG_0169.jpg,Sim,DC_0169.pdf,2026-04-27,2026-04-27,Repositorio_DSP,Validado,João,
170,UUID-1170,Júlia,Vale Verde,COM03,Sim,TC_0170.pdf,Sim,IMG_0170.jpg,Sim,DC_0170.pdf,2026-04-28,2026-04-28,Repositorio_DSP,Validado,Paula,
171,UUID-1171,Pedro,Serra Azul,COM04,Sim,TC_0171.pdf,Sim,IMG_0171.jpg,Sim,DC_0171.pdf,2026-04-10,2026-04-10,Repositorio_DSP,Validado,Marina,
172,UUID-1172,Rafaela,Boa Esperança,COM05,Sim,TC_0172.pdf,Sim,IMG_0172.jpg,Sim,DC_0172.pdf,2026-04-11,2026-04-11,Repositorio_DSP,Validado,João,
173,UUID-1173,Tiago,Lagoa Nova,COM06,Sim,TC_0173.pdf,Sim,IMG_0173.jpg,Sim,DC_0173.pdf,2026-04-12,2026-04-12,Repositorio_DSP,Validado,Paula,
174,UUID-1174,Ana,São Miguel do Norte,COM07,Sim,TC_0174.pdf,Sim,IMG_0174.jpg,Sim,DC_0174.pdf,2026-04-13,2026-04-13,Repositorio_DSP,Validado,Marina,
175,UUID-1175,Carlos,Pedra Branca,COM08,Sim,TC_0175.pdf,Sim,IMG_0175.jpg,Sim,DC_0175.pdf,2026-04-14,2026-04-14,Repositorio_DSP,Validado,João,
176,UUID-1176,Júlia,Rio Claro,COM09,Sim,TC_0176.pdf,Sim,IMG_0176.jpg,Sim,DC_0176.pdf,2026-04-15,2026-04-15,Repositorio_DSP,Validado,Paula,
177,UUID-1177,Pedro,Santa Aurora,COM10,Sim,TC_0177.pdf,Sim,IMG_0177.jpg,Sim,DC_0177.pdf,2026-04-16,2026-04-16,Repositorio_DSP,Validado,Marina,
178,UUID-1178,Rafaela,Vale Verde,COM11,Sim,TC_0178.pdf,Sim,IMG_0178.jpg,Sim,DC_0178.pdf,2026-04-17,2026-04-17,Repositorio_DSP,Validado,João,
179,UUID-1179,Tiago,Serra Azul,COM12,Sim,TC_0179.pdf,Sim,IMG_0179.jpg,Sim,DC_0179.pdf,2026-04-18,2026-04-18,Repositorio_DSP,Validado,Paula,
180,UUID-1180,Ana,Boa Esperança,COM01,Sim,TC_0180.pdf,Sim,IMG_0180.jpg,Sim,DC_0180.pdf,2026-04-19,2026-04-19,Repositorio_DSP,Validado,Marina,
181,UUID-1181,Carlos,Lagoa Nova,COM02,Sim,TC_0181.pdf,Sim,IMG_0181.jpg,Sim,DC_0181.pdf,2026-04-20,2026-04-20,Repositorio_DSP,Validado,João,
182,UUID-1182,Júlia,São Miguel do Norte,COM03,Sim,TC_0182.pdf,Sim,IMG_0182.jpg,Sim,DC_0182.pdf,2026-04-21,2026-04-21,Repositorio_DSP,Validado,Paula,
183,UUID-1183,Pedro,Pedra Branca,COM04,Sim,TC_0183.pdf,Sim,IMG_0183.jpg,Sim,DC_0183.pdf,2026-04-22,2026-04-22,Repositorio_DSP,Validado,Marina,
184,UUID-1184,Rafaela,Rio Claro,COM05,Sim,TC_0184.pdf,Sim,IMG_0184.jpg,Sim,DC_0184.pdf,2026-04-23,2026-04-23,Repositorio_DSP,Validado,João,
185,UUID-1185,Tiago,Santa Aurora,COM06,Sim,TC_0185.pdf,Sim,IMG_0185.jpg,Sim,DC_0185.pdf,2026-04-24,2026-04-24,Repositorio_DSP,Validado,Paula,
186,UUID-1186,Ana,Vale Verde,COM07,Sim,TC_0186.pdf,Sim,IMG_0186.jpg,Sim,DC_0186.pdf,2026-04-25,2026-04-25,Repositorio_DSP,Validado,Marina,
187,UUID-1187,Carlos,Serra Azul,COM08,Sim,TC_0187.pdf,Sim,IMG_0187.jpg,Sim,DC_0187.pdf,2026-04-26,2026-04-26,Repositorio_DSP,Validado,João,
188,UUID-1188,Júlia,Boa Esperança,COM09,Sim,TC_0188.pdf,Sim,IMG_0188.jpg,Sim,DC_0188.pdf,2026-04-27,2026-04-27,Repositorio_DSP,Validado,Paula,
189,UUID-1189,Pedro,Lagoa Nova,COM10,Sim,TC_0189.pdf,Sim,IMG_0189.jpg,Sim,DC_0189.pdf,2026-04-28,2026-12-01,Repositorio_DSP,Validado,Marina,
190,UUID-1190,Rafaela,São Miguel do Norte,COM11,Sim,TC_0190.pdf,Sim,IMG_0190.jpg,Sim,DC_0190.pdf,2026-04-10,2026-04-10,Repositorio_DSP,Validado,João,
191,UUID-1191,Tiago,Pedra Branca,COM12,Sim,TC_0191.pdf,Sim,IMG_0191.jpg,Sim,DC_0191.pdf,2026-04-11,2026-04-11,Repositorio_DSP,Validado,Paula,
192,UUID-1192,Ana,Rio Claro,COM01,Sim,TC_0192.pdf,Sim,IMG_0192.jpg,Sim,DC_0192.pdf,2026-04-12,2026-04-12,Repositorio_DSP,Validado,Marina,
193,UUID-1193,Carlos,Santa Aurora,COM02,Sim,TC_0193.pdf,Sim,IMG_0193.jpg,Sim,DC_0193.pdf,2026-04-13,2026-04-13,Repositorio_DSP,Validado,João,
194,UUID-1194,Júlia,Vale Verde,COM03,Sim,TC_0194.pdf,Sim,IMG_0194.jpg,Sim,DC_0194.pdf,2026-04-14,2026-04-14,Repositorio_DSP,Validado,Paula,
195,UUID-1195,Pedro,Serra Azul,COM04,Sim,TC_0195.pdf,Sim,IMG_0195.jpg,Sim,DC_0195.pdf,2026-04-15,2026-04-15,Repositorio_DSP,Validado,Marina,
196,UUID-1196,Rafaela,Boa Esperança,COM05,Sim,TC_0196.pdf,Sim,IMG_0196.jpg,Sim,DC_0196.pdf,2026-04-16,2026-04-16,Repositorio_DSP,Validado,João,
197,UUID-1197,Tiago,Lagoa Nova,COM06,Sim,TC_0197.pdf,Sim,IMG_0197.jpg,Sim,DC_0197.pdf,2026-04-17,2026-04-17,Repositorio_DSP,Validado,Paula,
198,UUID-1198,Ana,São Miguel do Norte,COM07,Sim,TC_0198.pdf,Sim,IMG_0198.jpg,Sim,DC_0198.pdf,2026-04-18,2026-04-18,Repositorio_DSP,Validado,Marina,
199,UUID-1199,Carlos,Pedra Branca,COM08,Sim,TC_0199.pdf,Sim,IMG_0199.jpg,Sim,DC_0199.pdf,2026-04-19,2026-04-19,Repositorio_DSP,Validado,João,
200,UUID-1200,Júlia,Rio Claro,COM09,Sim,TC_0200.pdf,Sim,IMG_0200.jpg,Sim,DC_0200.pdf,2026-04-20,2026-04-20,Repositorio_DSP,Validado,Paula,
201,UUID-1201,Pedro,Santa Aurora,COM10,Sim,TC_0201.pdf,Sim,IMG_0201.jpg,Sim,DC_0201.pdf,2026-04-21,2026-04-21,Repositorio_DSP,Validado,Marina,
202,UUID-1202,Rafaela,Vale Verde,COM11,Sim,TC_0202.pdf,Sim,IMG_0202.jpg,Sim,DC_0202.pdf,2026-04-22,2026-04-22,Repositorio_DSP,Validado,João,
203,UUID-1203,Tiago,Serra Azul,COM12,Sim,TC_0203.pdf,Sim,IMG_0203.jpg,Sim,DC_0203.pdf,2026-04-23,2026-04-23,Repositorio_DSP,Validado,Paula,
204,UUID-1204,Ana,Boa Esperança,COM01,Sim,TC_0204.pdf,Sim,IMG_0204.jpg,Sim,Diario campo Pedro.pdf,2026-04-24,2026-04-24,Repositorio_DSP,Validado,Marina,
205,UUID-1205,Carlos,Lagoa Nova,COM02,Sim,TC_0205.pdf,Sim,IMG_0205.jpg,Sim,DC_0205.pdf,2026-04-25,2026-04-25,Repositorio_DSP,Validado,João,
206,UUID-1206,Júlia,São Miguel do Norte,COM03,Sim,TC_0206.pdf,Sim,IMG_0206.jpg,Sim,DC_0206.pdf,2026-04-26,2026-04-26,Repositorio_DSP,Validado,Paula,
207,UUID-1207,Pedro,Pedra Branca,COM04,Sim,TC_0207.pdf,Sim,IMG_0207.jpg,Sim,DC_0207.pdf,2026-04-27,2026-04-27,Repositorio_DSP,Validado,Marina,
208,UUID-1208,Rafaela,Rio Claro,COM05,Sim,TC_0208.pdf,Sim,IMG_0208.jpg,Sim,DC_0208.pdf,2026-04-28,2026-04-28,Repositorio_DSP,Validado,João,
209,UUID-1209,Tiago,Santa Aurora,COM06,Sim,TC_0209.pdf,Sim,IMG_0209.jpg,Sim,DC_0209.pdf,2026-04-10,2026-04-10,Repositorio_DSP,Validado,Paula,
210,UUID-1210,Ana,Vale Verde,COM07,Sim,TC_0210.pdf,Sim,IMG_0210.jpg,Sim,DC_0210.pdf,2026-04-11,2026-04-11,Repositorio_DSP,Validado,Marina,
211,UUID-1211,Carlos,Serra Azul,COM08,Sim,TC_0211.pdf,Sim,IMG_0211.jpg,Sim,DC_0211.pdf,2026-04-12,2026-04-12,Repositorio_DSP,Validado,João,
212,UUID-1212,Júlia,Boa Esperança,COM09,Sim,TC_0212.pdf,Sim,IMG_0212.jpg,Sim,DC_0212.pdf,2026-04-13,2026-04-13,Repositorio_DSP,Validado,Paula,
213,UUID-1213,Pedro,Lagoa Nova,COM10,Sim,TC_0213.pdf,Sim,IMG_0213.jpg,Sim,DC_0213.pdf,2026-04-14,2026-04-14,Repositorio_DSP,Validado,Marina,
214,UUID-1214,Rafaela,São Miguel do Norte,COM11,Sim,TC_0214.pdf,Sim,IMG_0214.jpg,Sim,DC_0214.pdf,2026-04-15,2026-04-15,Repositorio_DSP,Validado,João,
215,UUID-1215,Tiago,Pedra Branca,COM12,Sim,TC_0215.pdf,Sim,IMG_0215.jpg,Sim,DC_0215.pdf,2026-04-16,2026-04-16,Repositorio_DSP,Validado,Paula,
216,UUID-1216,Ana,Rio Claro,COM01,Sim,TC_0216.pdf,Sim,IMG_0216.jpg,Sim,DC_0216.pdf,2026-04-17,2026-04-17,Repositorio_DSP,Validado,Marina,
217,UUID-1217,Carlos,Santa Aurora,COM02,Sim,TC_0217.pdf,Sim,IMG_0217.jpg,Sim,DC_0217.pdf,2026-04-18,2026-04-18,Repositorio_DSP,Validado,João,
218,UUID-1218,Júlia,Vale Verde,COM03,Sim,TC_0218.pdf,Sim,IMG_0218.jpg,Sim,DC_0218.pdf,2026-04-19,2026-04-19,Repositorio_DSP,Validado,Paula,
219,UUID-1219,Pedro,Serra Azul,COM04,Não,,Não,,Não,,2026-04-20,2026-04-20,Repositorio_DSP,Validado,Marina,
220,UUID-1220,Rafaela,Boa Esperança,COM05,Sim,TC_0220.pdf,Sim,IMG_0220.jpg,Sim,DC_0220.pdf,2026-04-21,2026-04-21,Repositorio_DSP,Validado,João,
221,UUID-1221,Tiago,Lagoa Nova,COM06,Sim,TC_0221.pdf,Sim,IMG_0221.jpg,Sim,DC_0221.pdf,2026-04-22,2026-04-22,Repositorio_DSP,Validado,Paula,
222,UUID-1222,Ana,São Miguel do Norte,COM07,Sim,TC_0222.pdf,Sim,IMG_0222.jpg,Sim,DC_0222.pdf,2026-04-23,2026-04-23,Repositorio_DSP,Validado,Marina,
223,UUID-1223,Carlos,Pedra Branca,COM08,Sim,TC_0223.pdf,Sim,IMG_0223.jpg,Sim,DC_0223.pdf,2026-04-24,2026-04-24,Repositorio_DSP,Validado,João,
224,UUID-1224,Júlia,Rio Claro,COM09,Sim,TC_0224.pdf,Sim,IMG_0224.jpg,Sim,DC_0224.pdf,2026-04-25,2026-04-25,Repositorio_DSP,Validado,Paula,
225,UUID-1225,Pedro,Santa Aurora,COM10,Sim,TC_0225.pdf,Sim,IMG_0225.jpg,Sim,DC_0225.pdf,2026-04-26,2026-04-26,Repositorio_DSP,Validado,Marina,
226,UUID-1226,Rafaela,Vale Verde,COM11,Sim,TC_0226.pdf,Sim,IMG_0226.jpg,Sim,DC_0226.pdf,2026-04-27,2026-04-27,Repositorio_DSP,Validado,João,
227,UUID-1227,Tiago,Serra Azul,COM12,Sim,TC_0227.pdf,Sim,IMG_0227.jpg,Sim,DC_0227.pdf,2026-04-28,2026-04-28,Repositorio_DSP,Validado,Paula,
228,UUID-1228,Ana,Boa Esperança,COM01,Sim,TC_0228.pdf,Sim,IMG_0228.jpg,Sim,DC_0228.pdf,2026-04-10,2026-04-10,Repositorio_DSP,Validado,Marina,
229,UUID-1229,Carlos,Lagoa Nova,COM02,Sim,TC_0229.pdf,Sim,IMG_0229.jpg,Sim,DC_0229.pdf,2026-04-11,2026-04-11,Repositorio_DSP,Validado,João,
230,UUID-1230,Júlia,São Miguel do Norte,COM03,Sim,TC_0230.pdf,Sim,IMG_0230.jpg,Sim,DC_0230.pdf,2026-04-12,2026-04-12,Repositorio_DSP,Validado,Paula,
231,UUID-1231,Pedro,Pedra Branca,COM04,Sim,TC_0231.pdf,Sim,IMG_0231.jpg,Sim,DC_0231.pdf,2026-04-13,2026-04-13,Repositorio_DSP,Validado,Marina,
232,UUID-1232,Rafaela,Rio Claro,COM05,Sim,TC_0232.pdf,Sim,IMG_0232.jpg,Sim,DC_0232.pdf,2026-04-14,2026-04-14,Repositorio_DSP,Validado,João,
233,UUID-1233,Tiago,Santa Aurora,COM06,Sim,TC_0233.pdf,Sim,IMG_0233.jpg,Sim,DC_0233.pdf,2026-04-15,2026-04-15,Repositorio_DSP,Validado,Paula,
234,UUID-1234,Ana,Vale Verde,COM07,Sim,TC_0234.pdf,Sim,IMG_0234.jpg,Sim,DC_0234.pdf,2026-04-16,2026-04-16,Repositorio_DSP,Validado,Marina,
235,UUID-1235,Carlos,Serra Azul,COM08,Sim,TC_0235.pdf,Sim,IMG_0235.jpg,Sim,DC_0235.pdf,2026-04-17,2026-04-17,Repositorio_DSP,Validado,João,
236,UUID-1236,Júlia,Boa Esperança,COM09,Sim,TC_0236.pdf,Sim,IMG_0236.jpg,Sim,DC_0236.pdf,2026-04-18,2026-04-18,Repositorio_DSP,Validado,Paula,
237,UUID-1237,Pedro,Lagoa Nova,COM10,Sim,TC_0237.pdf,Sim,IMG_0237.jpg,Sim,DC_0237.pdf,2026-04-19,2026-04-19,Repositorio_DSP,Validado,Marina,
238,UUID-1238,Rafaela,São Miguel do Norte,COM11,Sim,TC_0238.pdf,Sim,IMG_0238.jpg,Sim,DC_0238.pdf,2026-04-20,2026-04-20,Repositorio_DSP,Validado,João,
239,UUID-1239,Tiago,Pedra Branca,COM12,Sim,TC_0239.pdf,Sim,IMG_0239.jpg,Sim,DC_0239.pdf,2026-04-21,2026-04-21,Repositorio_DSP,Validado,Paula,
240,UUID-1240,Ana,Rio Claro,COM01,Sim,TC_0240.pdf,Sim,IMG_0240.jpg,Sim,DC_0240.pdf,2026-04-22,2026-04-22,Repositorio_DSP,Validado,Marina,
241,UUID-1241,Carlos,Santa Aurora,COM02,Sim,TC_0241.pdf,Sim,IMG_0241.jpg,Sim,DC_0241.pdf,2026-04-23,2026-04-23,Repositorio_DSP,Validado,João,
242,UUID-1242,Júlia,Vale Verde,COM03,Sim,TC_0242.pdf,Sim,IMG_0242.jpg,Sim,DC_0242.pdf,2026-04-24,2026-04-24,Repositorio_DSP,Validado,Paula,
243,UUID-1243,Pedro,Serra Azul,COM04,Sim,TC_0243.pdf,Sim,IMG_0243.jpg,Sim,DC_0243.pdf,2026-04-25,2026-04-25,Repositorio_DSP,Validado,Marina,
244,UUID-1244,Rafaela,Boa Esperança,COM05,Sim,TC_0244.pdf,Sim,IMG_0244.jpg,Sim,DC_0244.pdf,2026-04-26,2026-04-26,Repositorio_DSP,Validado,João,
245,UUID-1245,Tiago,Lagoa Nova,COM06,Sim,TC_0245.pdf,Sim,IMG_0245.jpg,Sim,DC_0245.pdf,2026-04-27,2026-04-27,Repositorio_DSP,Validado,Paula,
246,UUID-1246,Ana,São Miguel do Norte,COM07,Sim,TC_0246.pdf,Sim,IMG_0246.jpg,Sim,DC_0246.pdf,2026-04-28,2026-04-28,Repositorio_DSP,Validado,Marina,
247,UUID-1247,Carlos,Pedra Branca,COM08,Sim,TC_0247.pdf,Sim,IMG_0247.jpg,Sim,DC_0247.pdf,2026-04-10,2026-04-10,Repositorio_DSP,Validado,João,
248,UUID-1248,Júlia,Rio Claro,COM09,Sim,TC_0248.pdf,Sim,IMG_0248.jpg,Sim,DC_0248.pdf,2026-04-11,2026-04-11,Repositorio_DSP,Validado,Paula,
249,UUID-1249,Pedro,Santa Aurora,COM10,Sim,TC_0249.pdf,Sim,IMG_0249.jpg,Sim,DC_0249.pdf,2026-04-12,2026-04-12,Repositorio_DSP,Validado,Marina,
250,UUID-1250,Rafaela,Vale Verde,COM11,Sim,TC_0250.pdf,Sim,IMG_0250.jpg,Sim,DC_0250.pdf,2026-04-13,2026-04-13,Repositorio_DSP,Validado,João,
